Brands,Colors,Rating,Selling Price,Discount,Type,Memory_MB,Storage_MB,Cluster
Xiaomi,Black,4.2,10070.0,58.99999999999999,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.5,40999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
Infinix,Other,4.2,10999.0,0.0,Mid-range,6144.0,65536.0,2
POCO,Blue,4.4,18999.0,5000.0,Mid-range,6144.0,131072.0,1
POCO,Gold/Yellow,4.4,16999.0,2999.9999999999995,Mid-range,6144.0,131072.0,1
Xiaomi,Other,4.4,27998.999999999996,0.0,Mid-range,8192.0,131072.0,4
GIONEE,Black,4.1,15999.0,0.0,Mid-range,2048.0,16384.0,0
LG,Other,4.5,42021.0,0.0,Upper mid-range,3072.0,16384.0,2
SAMSUNG,Black,4.3,19990.0,0.0,Mid-range,8192.0,131072.0,1
GIONEE,Black,3.9,1889.9999999999998,0.0,Entry-level,8.0,16.0,0
Lenovo,Black,3.8,5999.0,0.0,Entry-level,2048.0,16384.0,3
Lenovo,Other,4.3,16999.0,0.0,Mid-range,3072.0,32768.0,2
Lenovo,Gold/Yellow,4.0,7999.0,0.0,Entry-level,2048.0,16384.0,3
realme,White,4.3,16999.0,2000.0,Mid-range,8192.0,131072.0,4
vivo,Red,4.4,16990.0,4000.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Black,4.3,14990.0,0.0,Mid-range,3072.0,32768.0,1
Apple,Silver/Gray,4.5,49999.0,0.0,Upper mid-range,2048.0,65536.0,0
SAMSUNG,Black,4.1,14490.0,0.0,Mid-range,2048.0,16384.0,1
Apple,Gold/Yellow,4.5,25298.999999999996,4601.0,Upper mid-range,2048.0,32768.0,0
Apple,Black,4.5,44900.0,0.0,Upper mid-range,2048.0,131072.0,0
Lenovo,Gold/Yellow,4.1,6999.0,0.0,Entry-level,2048.0,16384.0,3
Infinix,Blue,4.3,8999.0,0.0,Entry-level,3072.0,32768.0,3
GIONEE,Blue,3.8,4190.0,3048.0,Entry-level,1024.0,16384.0,0
POCO,Green,4.3,7999.0,2000.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Black,4.4,24999.0,0.0,Mid-range,4096.0,32768.0,1
Nokia,Black,4.2,1149.0,0.0,Entry-level,4.0,4.0,3
Apple,Other,4.6,47999.0,4901.0,Flagship,3072.0,131072.0,0
realme,Silver/Gray,4.4,10999.0,0.0,Mid-range,4096.0,65536.0,4
Nokia,Blue,3.7,7290.0,0.0,Entry-level,2048.0,16384.0,3
SAMSUNG,Black,4.0,14500.0,0.0,Mid-range,2048.0,16384.0,1
Nokia,Blue,3.8,9999.0,1100.0,Mid-range,3072.0,32768.0,3
Xiaomi,Red,4.2,7999.0,0.0,Entry-level,2048.0,32768.0,4
Infinix,Other,4.3,13999.000000000002,0.0,Mid-range,6144.0,131072.0,2
Infinix,Blue,4.3,8299.0,1700.0,Entry-level,3072.0,32768.0,3
SAMSUNG,White,4.2,14490.0,509.0,Mid-range,6144.0,131072.0,4
POCO,Other,4.4,13999.000000000002,4000.0,Mid-range,4096.0,65536.0,4
ASUS,Red,4.0,11999.0,0.0,Mid-range,3072.0,32768.0,0
vivo,Other,4.3,22490.0,0.0,Mid-range,8192.0,131072.0,4
Xiaomi,Other,4.3,24999.0,5000.0,Upper mid-range,6144.0,131072.0,4
Xiaomi,Gold/Yellow,4.3,9999.0,0.0,Entry-level,3072.0,32768.0,1
OPPO,Black,4.4,9490.0,3500.0,Mid-range,3072.0,32768.0,3
Nokia,Other,4.1,19999.0,0.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Black,3.8,5795.0,0.0,Entry-level,512.0,4096.0,1
GIONEE,Silver/Gray,3.8,7999.0,0.0,Entry-level,3072.0,32768.0,0
ASUS,Black,4.1,10999.0,0.0,Mid-range,3072.0,32768.0,0
realme,Other,4.5,19999.0,5000.0,Mid-range,6144.0,131072.0,4
Nokia,White,4.3,18599.0,0.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Black,4.2,15300.000000000002,0.0,Mid-range,3072.0,32768.0,1
Apple,Red,4.6,42999.0,4901.0,Upper mid-range,3072.0,65536.0,0
Xiaomi,Other,4.3,42999.0,0.0,Upper mid-range,8192.0,262144.0,4
realme,White,4.5,21999.0,0.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Black,4.2,10499.0,1000.0,Mid-range,4096.0,65536.0,1
vivo,White,4.3,14990.0,0.0,Mid-range,8192.0,262144.0,4
GIONEE,Gold/Yellow,4.0,15490.0,0.0,Mid-range,4096.0,32768.0,0
SAMSUNG,Gold/Yellow,4.2,29990.0,0.0,Upper mid-range,6144.0,65536.0,1
realme,Silver/Gray,4.3,21999.0,2000.0,Mid-range,8192.0,131072.0,4
Xiaomi,Blue,4.5,7619.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Blue,4.3,30900.0,0.0,Upper mid-range,6144.0,131072.0,1
realme,Blue,4.4,17999.0,0.0,Mid-range,6144.0,65536.0,1
Infinix,Other,4.3,15999.0,2999.9999999999995,Mid-range,8192.0,131072.0,2
SAMSUNG,Black,4.3,8990.0,0.0,Entry-level,2048.0,16384.0,1
GIONEE,Gold/Yellow,4.0,6450.0,0.0,Entry-level,3072.0,16384.0,0
Motorola,Black,3.8,15990.000000000002,0.0,Mid-range,512.0,16384.0,3
Nokia,Blue,4.1,16199.0,0.0,Mid-range,3072.0,16384.0,3
HTC,White,3.7,16990.0,0.0,Mid-range,2048.0,16384.0,2
POCO,Other,4.5,15999.0,4000.0,Mid-range,6144.0,131072.0,4
ASUS,Black,4.0,4499.0,0.0,Entry-level,2048.0,16384.0,0
SAMSUNG,Black,3.8,26000.0,0.0,Mid-range,1536.0,8192.0,1
SAMSUNG,Black,4.3,21450.0,0.0,Mid-range,6144.0,131072.0,1
Apple,Gold/Yellow,4.6,47999.0,4901.0,Flagship,3072.0,131072.0,0
SAMSUNG,Black,4.3,8170.0,0.0,Entry-level,2048.0,16384.0,1
LG,Other,3.9,19990.0,0.0,Mid-range,4096.0,65536.0,2
Nokia,Black,4.2,1399.0,200.0,Entry-level,4.0,4.0,3
Motorola,Blue,4.2,8999.0,4000.0,Mid-range,4096.0,65536.0,3
OPPO,Black,4.3,17999.0,0.0,Mid-range,6144.0,131072.0,3
Xiaomi,Blue,4.4,11199.0,791.0,Mid-range,4096.0,131072.0,1
realme,Silver/Gray,4.4,11490.0,1499.9999999999998,Mid-range,4096.0,65536.0,4
SAMSUNG,Blue,4.0,8999.0,0.0,Entry-level,1024.0,8192.0,1
vivo,Silver/Gray,4.4,21990.0,0.0,Mid-range,8192.0,131072.0,4
Xiaomi,Black,4.5,28999.0,0.0,Mid-range,6144.0,131072.0,1
ASUS,Black,4.1,7990.000000000001,0.0,Entry-level,3072.0,32768.0,0
SAMSUNG,White,3.9,15989.0,500.0,Mid-range,6144.0,131072.0,4
realme,Blue,4.4,10999.0,1000.0,Mid-range,4096.0,131072.0,1
vivo,Black,4.4,15900.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.4,28999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Black,4.3,12999.0,2000.0,Mid-range,4096.0,65536.0,1
LG,White,4.0,13299.000000000002,0.0,Mid-range,768.0,4096.0,2
OPPO,Blue,4.5,21150.0,0.0,Mid-range,6144.0,65536.0,3
Lenovo,Gold/Yellow,4.3,17999.0,0.0,Mid-range,4096.0,32768.0,3
SAMSUNG,Blue,4.0,11499.0,2000.0,Mid-range,3072.0,32768.0,1
Motorola,Other,4.3,9499.0,2500.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Black,4.1,16999.0,0.0,Mid-range,6144.0,131072.0,1
OPPO,Blue,4.3,15990.000000000002,0.0,Mid-range,4096.0,131072.0,3
Xiaomi,Red,4.4,11948.0,0.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Black,4.2,2050.0,0.0,Entry-level,4.0,2.0,1
Motorola,Blue,4.3,12999.0,2999.9999999999995,Mid-range,4096.0,65536.0,3
ASUS,Black,4.0,4990.0,0.0,Entry-level,2048.0,8192.0,0
Infinix,Other,4.3,8299.0,1700.0,Entry-level,3072.0,32768.0,2
ASUS,Gold/Yellow,4.1,10999.0,0.0,Mid-range,3072.0,32768.0,0
OPPO,Other,4.2,16990.0,4000.0,Mid-range,6144.0,131072.0,4
OPPO,Blue,4.4,34990.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,3
SAMSUNG,Gold/Yellow,4.3,17889.0,0.0,Mid-range,4096.0,32768.0,1
Xiaomi,Red,4.5,17999.0,0.0,Mid-range,6144.0,65536.0,4
LG,Blue,4.0,9999.0,0.0,Entry-level,4096.0,65536.0,3
Infinix,Black,4.2,12499.0,2500.0,Mid-range,6144.0,131072.0,3
Nokia,White,4.1,17599.0,0.0,Mid-range,512.0,8192.0,2
realme,Blue,4.3,15499.0,500.0,Mid-range,4096.0,65536.0,1
Xiaomi,White,4.4,8561.0,0.0,Entry-level,3072.0,65536.0,4
SAMSUNG,Blue,4.4,36000.0,0.0,Upper mid-range,6144.0,131072.0,1
Infinix,Green,4.3,7499.0,1499.9999999999998,Entry-level,2048.0,32768.0,2
Xiaomi,Blue,4.3,24890.0,97.99999999999999,Mid-range,8192.0,131072.0,1
POCO,Blue,4.5,21999.0,0.0,Mid-range,6144.0,65536.0,1
realme,Green,4.5,11999.0,2000.0,Mid-range,4096.0,65536.0,1
Xiaomi,Gold/Yellow,4.4,9399.0,0.0,Entry-level,3072.0,32768.0,1
Infinix,Blue,4.2,9999.0,0.0,Entry-level,4096.0,65536.0,3
Lenovo,Black,4.0,9900.0,0.0,Entry-level,2048.0,16384.0,3
Lenovo,White,3.8,6798.999999999999,0.0,Entry-level,1024.0,8192.0,2
SAMSUNG,Black,4.1,3012.9999999999995,0.0,Entry-level,32.0,16384.0,1
OPPO,White,3.8,4999.0,2491.0,Entry-level,1024.0,16384.0,4
realme,Black,4.3,16999.0,1000.0,Mid-range,6144.0,131072.0,1
Lenovo,Silver/Gray,4.1,10999.0,0.0,Mid-range,3072.0,32768.0,2
realme,Green,4.5,14999.0,1000.0,Mid-range,6144.0,65536.0,1
Nokia,Black,4.1,1680.0,0.0,Entry-level,4.0,4.0,3
SAMSUNG,Black,3.9,21999.0,0.0,Mid-range,2048.0,16384.0,1
Infinix,Silver/Gray,4.3,11999.0,2999.9999999999995,Mid-range,4096.0,131072.0,2
realme,Black,4.4,8999.0,1000.0,Entry-level,3072.0,32768.0,1
realme,Blue,4.4,8999.0,1000.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Blue,3.9,4999.0,0.0,Entry-level,1024.0,16384.0,1
SAMSUNG,Blue,4.3,13695.000000000002,1205.0,Mid-range,4096.0,65536.0,1
Nokia,Other,4.0,9999.0,0.0,Entry-level,2048.0,32768.0,2
LG,Blue,3.9,19990.0,0.0,Mid-range,4096.0,65536.0,3
Infinix,Green,4.3,10999.0,2999.9999999999995,Mid-range,4096.0,65536.0,2
POCO,Black,4.4,18999.0,5000.0,Mid-range,6144.0,131072.0,1
GIONEE,Black,4.0,8690.0,0.0,Entry-level,4096.0,32768.0,0
Xiaomi,Blue,4.4,11946.0,0.0,Mid-range,3072.0,32768.0,1
SAMSUNG,Blue,4.3,15999.999999999998,0.0,Mid-range,6144.0,65536.0,1
vivo,Other,4.4,20000.0,0.0,Mid-range,4096.0,65536.0,4
Xiaomi,Gold/Yellow,4.2,16999.0,0.0,Mid-range,6144.0,65536.0,1
SAMSUNG,Gold/Yellow,4.1,14490.0,0.0,Mid-range,2048.0,16384.0,1
Infinix,Gold/Yellow,4.2,8999.0,0.0,Entry-level,3072.0,32768.0,2
Motorola,Black,4.2,20000.0,0.0,Mid-range,4096.0,65536.0,3
OPPO,Black,4.4,38990.0,1000.0,Upper mid-range,8192.0,262144.0,3
LG,Silver/Gray,4.0,25999.0,0.0,Mid-range,3072.0,32768.0,2
Lenovo,Black,3.7,5499.0,0.0,Entry-level,512.0,512.0,3
Lenovo,Red,4.1,7499.0,0.0,Entry-level,2048.0,16384.0,2
Lenovo,Other,4.0,7999.0,0.0,Entry-level,3072.0,16384.0,2
LG,Red,4.0,35990.0,0.0,Upper mid-range,3072.0,32768.0,2
Nokia,Green,4.2,9999.0,0.0,Entry-level,1024.0,4096.0,3
SAMSUNG,Gold/Yellow,4.0,9833.0,0.0,Entry-level,1024.0,8192.0,1
vivo,Blue,4.4,11990.0,0.0,Mid-range,3072.0,65536.0,1
vivo,Blue,4.5,15990.000000000002,0.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.4,14999.0,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.3,11599.0,1300.9999999999998,Mid-range,3072.0,32768.0,1
OPPO,Gold/Yellow,4.3,17990.0,0.0,Mid-range,3072.0,32768.0,3
vivo,Gold/Yellow,4.4,34990.0,2999.9999999999995,Upper mid-range,12288.0,262144.0,1
realme,Blue,4.3,12499.0,1499.9999999999998,Mid-range,4096.0,131072.0,1
LG,Other,3.9,8199.0,2800.0,Mid-range,3072.0,32768.0,2
SAMSUNG,Silver/Gray,3.9,49989.99999999999,0.0,Upper mid-range,4096.0,65536.0,4
SAMSUNG,Blue,4.3,18699.0,0.0,Mid-range,6144.0,65536.0,1
HTC,Other,3.8,17200.0,0.0,Mid-range,1024.0,4096.0,0
realme,Blue,4.6,35999.0,0.0,Upper mid-range,12288.0,262144.0,1
ASUS,Black,3.8,8499.0,0.0,Entry-level,2048.0,16384.0,0
Xiaomi,Blue,4.3,25999.0,0.0,Mid-range,8192.0,132096.0,1
Xiaomi,Other,4.4,8299.0,200.0,Entry-level,3072.0,32768.0,4
Infinix,Other,4.2,7999.0,0.0,Entry-level,2048.0,32768.0,2
Xiaomi,Black,4.2,26828.0,0.0,Mid-range,8192.0,131072.0,1
Infinix,Green,4.4,9999.0,2000.0,Mid-range,4096.0,65536.0,2
OPPO,Black,4.4,9490.0,1499.9999999999998,Mid-range,3072.0,32768.0,3
Infinix,Other,4.2,9999.0,0.0,Entry-level,3072.0,32768.0,2
Nokia,Black,3.9,13999.000000000002,0.0,Mid-range,3072.0,32768.0,3
Nokia,Black,4.0,4196.0,0.0,Entry-level,16.0,256.0,3
SAMSUNG,White,4.3,30500.0,2600.0,Upper mid-range,8192.0,131072.0,4
GIONEE,Gold/Yellow,3.8,4999.0,0.0,Entry-level,1024.0,16384.0,0
LG,Blue,4.1,10999.0,0.0,Mid-range,4096.0,131072.0,3
OPPO,Gold/Yellow,4.0,24900.0,0.0,Mid-range,4096.0,65536.0,3
realme,Black,4.5,8499.0,2500.0,Mid-range,3072.0,32768.0,1
SAMSUNG,White,4.0,7992.0,0.0,Entry-level,1024.0,8192.0,4
OPPO,White,4.4,12990.0,2000.0,Mid-range,3072.0,65536.0,4
HTC,Black,3.7,9590.0,0.0,Entry-level,1024.0,8192.0,0
HTC,White,3.7,27990.0,0.0,Mid-range,2048.0,16384.0,2
SAMSUNG,Green,4.2,12499.0,1499.9999999999998,Mid-range,4096.0,131072.0,1
GIONEE,Black,4.2,7899.999999999999,0.0,Entry-level,3072.0,32768.0,0
Infinix,Black,4.0,7499.0,0.0,Entry-level,3072.0,16384.0,3
SAMSUNG,Black,4.4,9100.0,900.0000000000001,Mid-range,3072.0,32768.0,1
Lenovo,Black,4.1,19999.0,0.0,Mid-range,1024.0,8192.0,3
OPPO,Other,4.2,11000.0,0.0,Mid-range,2048.0,16384.0,4
SAMSUNG,Blue,3.9,15271.000000000002,0.0,Mid-range,6144.0,131072.0,1
Nokia,Green,4.0,9999.0,0.0,Entry-level,2048.0,32768.0,3
Infinix,Other,4.2,10999.0,0.0,Mid-range,3072.0,32768.0,2
OPPO,Black,4.5,38990.0,2999.9999999999995,Upper mid-range,6144.0,131072.0,3
SAMSUNG,Gold/Yellow,4.2,16879.0,0.0,Mid-range,3072.0,32768.0,1
SAMSUNG,Other,4.3,6798.999999999999,0.0,Entry-level,2048.0,16384.0,4
SAMSUNG,Gold/Yellow,4.4,19500.0,0.0,Mid-range,4096.0,65536.0,1
realme,Black,4.5,9499.0,2500.0,Mid-range,3072.0,65536.0,1
POCO,Blue,4.4,14999.0,5000.0,Mid-range,6144.0,65536.0,1
realme,Black,4.4,10499.0,2500.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.4,19500.0,0.0,Mid-range,4096.0,65536.0,1
Nokia,Black,4.0,8599.0,0.0,Entry-level,2048.0,16384.0,3
ASUS,Blue,4.5,43999.0,0.0,Upper mid-range,8192.0,262144.0,0
Lenovo,Other,4.3,12898.999999999998,0.0,Mid-range,1024.0,4096.0,2
Nokia,Other,4.3,46988.0,0.0,Upper mid-range,6144.0,131072.0,2
SAMSUNG,Gold/Yellow,3.9,21999.0,0.0,Mid-range,2048.0,16384.0,1
SAMSUNG,Black,4.1,11499.0,0.0,Mid-range,4096.0,65536.0,1
Motorola,Silver/Gray,4.1,7350.0,0.0,Entry-level,4096.0,32768.0,2
OPPO,Black,4.4,22990.0,0.0,Mid-range,4096.0,65536.0,3
OPPO,Blue,4.3,15990.000000000002,1000.0,Mid-range,6144.0,131072.0,3
POCO,Blue,4.4,7999.0,2999.9999999999995,Mid-range,3072.0,32768.0,1
ASUS,Black,3.8,6299.0,0.0,Entry-level,1024.0,8192.0,0
Nokia,Other,4.1,12399.000000000002,0.0,Mid-range,3072.0,32768.0,2
Nokia,Blue,3.9,10899.0,0.0,Mid-range,2048.0,16384.0,3
realme,Blue,4.4,18999.0,0.0,Mid-range,6144.0,131072.0,1
realme,Blue,4.5,13999.000000000002,2000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.2,20350.0,2245.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Blue,4.0,8299.0,200.0,Entry-level,2048.0,32768.0,1
Infinix,Other,4.3,13999.000000000002,2999.9999999999995,Mid-range,6144.0,65536.0,2
vivo,Black,4.4,13989.999999999998,5000.0,Mid-range,8192.0,131072.0,1
Lenovo,Blue,4.2,9999.0,0.0,Entry-level,3072.0,32768.0,3
realme,Other,4.4,10999.0,0.0,Mid-range,4096.0,65536.0,4
realme,Silver/Gray,4.3,10990.0,4000.0,Mid-range,6144.0,131072.0,4
Nokia,Blue,4.0,36999.0,0.0,Upper mid-range,4096.0,65536.0,3
Infinix,Gold/Yellow,4.1,7946.000000000001,53.0,Entry-level,3072.0,32768.0,2
realme,Other,4.5,10999.0,2000.0,Mid-range,4096.0,65536.0,4
realme,Other,4.5,17999.0,2999.9999999999995,Mid-range,6144.0,131072.0,4
Xiaomi,Black,4.3,28999.0,5000.0,Upper mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.1,2200.0,0.0,Entry-level,2.0,2.0,1
SAMSUNG,Black,4.3,18900.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.0,8850.0,1148.0,Entry-level,3072.0,32768.0,4
OPPO,Black,4.3,13798.999999999998,0.0,Mid-range,6144.0,131072.0,3
OPPO,Black,4.5,27990.0,0.0,Mid-range,6144.0,131072.0,3
SAMSUNG,White,4.3,11390.0,0.0,Mid-range,1536.0,8192.0,4
SAMSUNG,White,4.3,13499.0,1.0,Mid-range,1536.0,16384.0,4
SAMSUNG,Black,4.0,9999.0,0.0,Entry-level,1024.0,16384.0,1
Infinix,Green,4.3,7990.000000000001,0.0,Entry-level,2048.0,32768.0,2
Motorola,Gold/Yellow,4.2,6999.0,0.0,Entry-level,2048.0,16384.0,3
vivo,Black,4.4,10990.0,0.0,Mid-range,3072.0,32768.0,1
Nokia,Black,4.0,3499.0,0.0,Entry-level,8.0,32768.0,3
Nokia,Black,3.8,4300.0,0.0,Entry-level,32.0,64.0,3
Xiaomi,Black,4.4,24283.0,4417.0,Mid-range,6144.0,131072.0,1
Xiaomi,Silver/Gray,4.2,24744.0,1246.0,Mid-range,6144.0,131072.0,4
SAMSUNG,Black,4.2,1450.0,0.0,Entry-level,128.0,2.0,1
vivo,Blue,4.2,49989.99999999999,5000.0,Flagship,2048.0,32768.0,1
vivo,Gold/Yellow,4.3,8990.0,0.0,Entry-level,2048.0,16384.0,1
POCO,Black,4.3,10999.0,1000.0,Mid-range,4096.0,65536.0,1
ASUS,Red,3.9,15999.0,0.0,Mid-range,2048.0,16384.0,0
ASUS,Black,4.3,43999.0,0.0,Upper mid-range,8192.0,262144.0,0
Motorola,Blue,4.3,9999.0,0.0,Entry-level,4096.0,65536.0,3
SAMSUNG,Gold/Yellow,4.2,8490.0,0.0,Entry-level,1536.0,8192.0,1
SAMSUNG,Black,4.3,11200.0,0.0,Mid-range,3072.0,16384.0,1
LG,Other,4.0,30600.000000000004,0.0,Upper mid-range,3072.0,32768.0,2
Nokia,Black,3.8,9999.0,0.0,Entry-level,2048.0,16384.0,3
Lenovo,Gold/Yellow,4.1,6250.0,0.0,Entry-level,3072.0,32768.0,3
Motorola,Blue,4.1,8799.0,3200.0,Mid-range,4096.0,65536.0,3
GIONEE,Red,3.8,3990.0,0.0,Entry-level,1024.0,8192.0,0
Nokia,Other,3.9,11999.0,2000.0,Mid-range,4096.0,65536.0,2
Xiaomi,Black,4.5,13499.0,1001.0,Mid-range,4096.0,65536.0,1
POCO,Gold/Yellow,4.2,16499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
OPPO,Silver/Gray,4.3,25990.0,4000.0,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Black,3.9,15843.000000000002,1637.0,Mid-range,6144.0,131072.0,1
vivo,Other,4.4,19990.0,5000.0,Mid-range,4096.0,65536.0,4
Motorola,Other,4.2,8999.0,4000.0,Mid-range,4096.0,65536.0,2
realme,Green,4.3,12499.0,1499.9999999999998,Mid-range,4096.0,131072.0,1
realme,Silver/Gray,4.3,16999.0,1000.0,Mid-range,6144.0,131072.0,4
HTC,Blue,4.0,21999.0,0.0,Mid-range,1024.0,16384.0,0
SAMSUNG,Black,4.5,40999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
SAMSUNG,Blue,4.4,19990.0,0.0,Mid-range,4096.0,65536.0,1
Apple,Gold/Yellow,4.4,34900.0,0.0,Upper mid-range,2048.0,32768.0,0
Xiaomi,Gold/Yellow,4.4,12499.0,0.0,Mid-range,4096.0,65536.0,1
Apple,Red,4.5,34900.0,0.0,Upper mid-range,2048.0,131072.0,0
SAMSUNG,Blue,4.2,10499.0,1000.0,Mid-range,4096.0,65536.0,1
Xiaomi,Gold/Yellow,4.3,18499.0,500.0,Mid-range,6144.0,131072.0,1
Xiaomi,Gold/Yellow,4.3,14398.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Gold/Yellow,4.1,17490.0,0.0,Mid-range,3072.0,16384.0,1
Xiaomi,Gold/Yellow,4.5,6499.0,0.0,Entry-level,2048.0,16384.0,1
SAMSUNG,Black,4.0,33900.0,0.0,Upper mid-range,3072.0,32768.0,1
OPPO,Green,4.5,38990.0,2999.9999999999995,Upper mid-range,6144.0,131072.0,3
Xiaomi,Black,4.3,9490.0,0.0,Entry-level,2048.0,32768.0,1
OPPO,Red,4.3,13989.999999999998,0.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Black,4.3,21000.0,0.0,Mid-range,4096.0,65536.0,1
GIONEE,Red,4.1,6299.0,1691.0,Entry-level,2048.0,32768.0,0
SAMSUNG,Silver/Gray,4.2,34999.0,0.0,Upper mid-range,4096.0,32768.0,4
OPPO,Blue,4.4,10990.0,5000.0,Mid-range,4096.0,65536.0,3
LG,Blue,3.8,13775.0,725.0,Mid-range,4096.0,65536.0,3
IQOO,Black,4.4,37990.0,2999.9999999999995,Upper mid-range,8192.0,262144.0,3
SAMSUNG,Blue,4.3,25489.0,2960.0000000000005,Mid-range,6144.0,131072.0,1
SAMSUNG,White,4.3,18990.0,0.0,Mid-range,6144.0,65536.0,4
realme,Green,4.3,8999.0,1000.0,Entry-level,4096.0,65536.0,1
GIONEE,Other,4.1,6989.999999999999,0.0,Entry-level,2048.0,16384.0,0
Xiaomi,Blue,4.3,17995.0,955.0,Mid-range,6144.0,131072.0,1
vivo,Black,4.3,13400.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Blue,4.4,12990.0,0.0,Mid-range,3072.0,32768.0,1
POCO,Red,4.5,24999.0,0.0,Mid-range,6144.0,131072.0,4
vivo,Other,4.4,15490.0,4000.0,Mid-range,12288.0,262144.0,4
GIONEE,Gold/Yellow,4.1,15398.999999999998,0.0,Mid-range,4096.0,65536.0,0
ASUS,Other,4.3,19999.0,0.0,Mid-range,6144.0,65536.0,0
SAMSUNG,Black,4.0,11499.0,2000.0,Mid-range,3072.0,32768.0,1
Lenovo,Black,4.1,7818.999999999999,0.0,Entry-level,3072.0,32768.0,3
SAMSUNG,Blue,4.3,15999.0,4000.0,Mid-range,6144.0,65536.0,1
realme,Other,4.4,10999.0,1000.0,Mid-range,4096.0,131072.0,4
Xiaomi,Blue,4.1,8498.0,27.0,Entry-level,3072.0,32768.0,1
Nokia,Gold/Yellow,4.0,9500.0,0.0,Entry-level,4096.0,32768.0,3
Infinix,Green,4.3,10999.0,2999.9999999999995,Mid-range,6144.0,65536.0,2
SAMSUNG,Red,4.3,13600.0,0.0,Mid-range,4096.0,65536.0,4
OPPO,Blue,4.3,15000.0,0.0,Mid-range,4096.0,65536.0,3
LG,Other,4.2,29999.0,0.0,Upper mid-range,6144.0,131072.0,2
Nokia,Other,4.2,17979.0,0.0,Mid-range,3072.0,32768.0,2
Nokia,White,4.3,13199.0,0.0,Mid-range,3072.0,32768.0,2
SAMSUNG,Black,4.3,9000.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Black,4.3,20999.0,5000.0,Mid-range,6144.0,131072.0,1
Nokia,White,4.0,12499.0,4491.0,Mid-range,4096.0,65536.0,2
SAMSUNG,White,3.8,5499.0,0.0,Entry-level,512.0,4096.0,4
OPPO,Other,4.5,17890.0,4100.0,Mid-range,4096.0,65536.0,4
GIONEE,Black,4.0,8479.0,0.0,Entry-level,2048.0,16384.0,0
GIONEE,Gold/Yellow,3.7,3990.0,4009.0,Entry-level,1024.0,16384.0,0
POCO,Blue,4.2,16499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
Lenovo,Black,4.1,7499.0,0.0,Entry-level,2048.0,16384.0,3
Nokia,Blue,3.8,7499.0,2500.0,Entry-level,3072.0,32768.0,3
LG,Gold/Yellow,4.0,16990.0,0.0,Mid-range,3072.0,32768.0,3
realme,Blue,4.5,24999.0,0.0,Mid-range,8192.0,262144.0,1
SAMSUNG,Silver/Gray,4.1,46300.0,0.0,Upper mid-range,4096.0,32768.0,4
realme,Blue,4.3,8999.0,1000.0,Entry-level,3072.0,32768.0,1
ASUS,Other,4.0,7999.0,0.0,Entry-level,2048.0,16384.0,0
Lenovo,Silver/Gray,4.0,8499.0,0.0,Entry-level,3072.0,16384.0,2
Nokia,Other,4.0,9599.0,0.0,Entry-level,3072.0,32768.0,2
Xiaomi,Red,4.5,9990.0,0.0,Entry-level,3072.0,32768.0,4
realme,Other,4.4,7499.0,1499.9999999999998,Entry-level,2048.0,32768.0,4
GIONEE,Red,3.8,7299.0,2700.0,Entry-level,3072.0,32768.0,0
vivo,Black,4.4,19899.0,91.0,Mid-range,4096.0,32768.0,1
SAMSUNG,Black,4.4,13589.0,2901.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.5,9499.0,2500.0,Mid-range,3072.0,65536.0,1
Xiaomi,Black,4.4,39999.0,0.0,Upper mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.3,30500.0,2600.0,Upper mid-range,8192.0,131072.0,1
Xiaomi,Blue,4.3,25684.0,0.0,Mid-range,8192.0,131072.0,1
HTC,Blue,3.9,17999.0,0.0,Mid-range,4096.0,131072.0,0
